waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=1.8e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=1.8e-07) Y,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=3.6e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=3.6e-07) Y,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=5.4e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=5.4e-07) Y,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=7.2e-07) X,waveVsWave(?x (OS("/M0" "is") / 2e-06) ?y OS("/M0" "gmoverid")) (L=7.2e-07) Y
0.0004999223157280791,25.3423908594714,0.0005000165462243068,25.48520709310253,0.0004998943846703101,25.41744791444452,0.0005004546075616837,25.31327515303491
0.0005115364625581172,25.33811007099516,0.0005115385914372117,25.47823013473381,0.0005115354051486679,25.40868873572828,0.000511533283098356,25.3037809243951
0.0005234537981434214,25.33377326850918,0.0005234559253792863,25.47111086749721,0.0005234527356227729,25.39984866764813,0.0005234506141007932,25.293714724593
0.0005356487341343517,25.32939189147861,0.0005356508591509263,25.46392444446482,0.0005356476666161338,25.39093114650661,0.0005356455424608935,25.28356615588231
0.0005481277368771969,25.32496554103143,0.0005481298596469056,25.4566704155296,0.0005481266643092365,25.38193580388879,0.0005481245375001849,25.27333497424105
0.0005608974231388599,25.3204938162433,0.0005608995436335586,25.44934833264641,0.0005608963454681092,25.37286227767886,0.0005608942159845002,25.26302094909826
0.0005739645638105798,25.31597631409415,0.0005739666820015053,25.44195774953606,0.0005739634809830753,25.36371021229118,0.0005739613488040099,25.25262386095998
0.0005873360874978723,25.31141262949852,0.0005873382033556889,25.43449822183972,0.0005873349994587799,25.35447925892908,0.0005873328645631942,25.24214350173889
0.0006010190841942237,25.30680235533683,0.0006010211976890086,25.42696930727735,0.0006010179908878202,25.34516907584804,0.000601015853254488,25.23157967508725
0.0006150208090402896,25.30214508248782,0.0006150229201415106,25.41937056581067,0.0006150197104099586,25.33577932862348,0.0006150175700174943,25.22093219673429
0.0006293486861706414,25.29744039986346,0.0006293507948471882,25.41170155980932,0.0006293475821588886,25.32630969042338,0.0006293454389857587,25.21020089482653
0.0006440103126501836,25.29268789444432,0.0006440124188703371,25.40396185422126,0.0006440092031986146,25.31675984228527,0.0006440070572231352,25.19938561027215
0.0006590134625021662,25.28788715131731,0.0006590155662336305,25.39615101674741,0.0006590123475515165,25.30712947339786,0.0006590101987518493,25.18848619708844
0.0006743660908301404,25.28303775371432,0.0006743681920400021,25.38826861801985,0.0006743649703202479,25.29741828138722,0.0006743628186744055,25.17750252275247
0.0006900763380357811,25.27813928305355,0.0006900784366905472,25.38031423178489,0.0006900752119056124,25.2876259726077,0.0006900730573914674,25.16643446855498
0.0007061525341350986,25.27319131898122,0.0007061546302006791,25.37228743508948,0.0007061514023227369,25.27775226243677,0.0007061492449180307,25.15528192995648
0.0007226032031751202,25.26819343941582,0.0007226052966168143,25.36418780847253,0.000722602065617763,25.26779687557489,0.0007225999053000791,25.14404481694682
0.000739437067753411,25.26314522059436,0.0007394391585359131,25.35601493615983,0.0007394359243873779,25.25775954634927,0.0007394337611341812,25.13272305440632
0.0007566630536429376,25.25804623711963,0.0007566651417303597,25.34776840626381,0.0007566619044036784,25.24764001902232,0.0007566597381922898,25.12131658246972
0.0007742902945246317,25.2528960620099,0.0007742923798804895,25.33944781098745,0.0007742891393467268,25.23743804810385,0.0007742869701543513,25.10982535689139
0.0007923281368302075,25.24769426675002,0.0007923302194173954,25.33105274683211,0.0007923269756473479,25.22715339866794,0.0007923248034510565,25.09824934941276
0.0008107861446977044,25.24244042134553,0.000810788224478539,25.32258281481065,0.0008107849774427373,25.21678584667355,0.0008107828022194733,25.08658854813073
0.000829674105042603,25.23713409437698,0.0008296761819787822,25.31403762066379,0.0008296729316474799,25.206335179289,0.0008296707533740884,25.07484295786712
0.0008490020327468993,25.23177485305799,0.0008490041067995253,25.3054167750822,0.0008490008531427287,25.19580119522065,0.0008489986717959125,25.06301260053921
0.0008687801759691645,25.22636226329451,0.0008687822470987519,25.29671989393172,0.000868778990086191,25.18518370504508,0.0008687768056425695,25.05109751553013
0.0008890190215782804,25.22089588974603,0.0008890210897447237,25.28794659848435,0.0008890178293458846,25.17448253154463,0.0008890156417819494,25.03909776005968
0.0009097293007136677,25.21537529588967,0.0009097313658762631,25.27909651565264,0.0009097281020603695,25.16369751004704,0.0009097259113525232,25.02701340955467
