waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=1.8e-07) X,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=1.8e-07) Y,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=3.6e-07) X,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=3.6e-07) Y,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=5.4e-07) X,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=5.4e-07) Y,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=7.2e-07) X,waveVsWave(?x OS("/M0" "vgs") ?y OS("/M0" "gm")) (L=7.2e-07) Y
-0.2664145033866485,1.089520479517444e-07,-0.2625818495536989,1.086114813067131e-07,-0.2694174728965553,1.077761975248009e-07,-0.2740729403077058,1.069743666540043e-07
-0.2673177690679771,1.114543678080837e-07,-0.263495126731776,1.110877025486762e-07,-0.2703402490050357,1.10224188553047e-07,-0.2750038799540711,1.093988443620545e-07
-0.2682213734474583,1.14013817241212e-07,-0.2644088669434095,1.13619966329358e-07,-0.2712635610779388,1.127273955628939e-07,-0.2759354017722269,1.118779373154919e-07
-0.2691253189694809,1.166316905288617e-07,-0.2653230735383147,1.162095315202307e-07,-0.2721874124572992,1.152870575664618e-07,-0.2768675087916461,1.144128725978217e-07
-0.2700296081015907,1.193093110029992e-07,-0.2662377498738697,1.188576851387653e-07,-0.2731118064731568,1.179044414133521e-07,-0.2778002040130798,1.170049050167919e-07
-0.270934243334388,1.220480316963046e-07,-0.2671528993144607,1.215657429806629e-07,-0.2740367464425544,1.205808424248712e-07,-0.2787334904074867,1.196553177409608e-07
-0.2718392271814221,1.248492360030031e-07,-0.2680685252308126,1.243350502666166e-07,-0.2749622356685262,1.233175850430945e-07,-0.2796673709149711,1.22365422951028e-07
-0.2727445621790783,1.277143383543566e-07,-0.2689846309993029,1.271669823039563e-07,-0.2758882774390758,1.261160234950948e-07,-0.2806018484437292,1.251365625062491e-07
-0.2736502508864593,1.306447849091441e-07,-0.2699012200012618,1.30062945163532e-07,-0.2768148750261477,1.28977542472716e-07,-0.2815369258690077,1.279701086262513e-07
-0.2745562958852594,1.336420542594732e-07,-0.2708182956222578,1.330243763722131e-07,-0.2777420316845889,1.319035578282295e-07,-0.2824726060320752,1.308674645885837e-07
-0.2754626997796339,1.367076581522779e-07,-0.271735861251365,1.360527456213507e-07,-0.2786697506511056,1.348955172862598e-07,-0.2834088917392079,1.338300654423192e-07
-0.2763694651960591,1.398431422268349e-07,-0.2726539202804181,1.391495554916176e-07,-0.2795980351432141,1.379549011723495e-07,-0.2843457857606928,1.368593787380501e-07
-0.2772765947831874,1.43050086768684e-07,-0.2735724761032516,1.423163421946026e-07,-0.2805268883581857,1.410832231585377e-07,-0.2852832908298506,1.399569052746082e-07
-0.2781840912116951,1.463301074803119e-07,-0.2744915321149224,1.455546763315583e-07,-0.2814563134719885,1.442820310263571e-07,-0.2862214096420805,1.431241798628503e-07
-0.2790919571741197,1.496848562689754e-07,-0.2754110917109185,1.488661636697264e-07,-0.2823863136382274,1.475529074476328e-07,-0.2871601448539278,1.463627721068427e-07
-0.2800001953846947,1.531160220520747e-07,-0.2763311582863532,1.522524459366544e-07,-0.2833168919870808,1.508974707834878e-07,-0.288099499082179,1.496742872027983e-07
-0.2809088085791713,1.566253315804481e-07,-0.2772517352351442,1.55715201632937e-07,-0.2842480516242396,1.543173759019759e-07,-0.2890394749029852,1.530603667560966e-07
-0.2818177995146358,1.602145502800163e-07,-0.2781728259491763,1.59256146863818e-07,-0.2851797956298454,1.578143150147409e-07,-0.2899800748510182,1.565226896167498e-07
-0.2827271709693171,1.63885483112192e-07,-0.2790944338174528,1.628770361901232e-07,-0.2861121270574318,1.613900185331366e-07,-0.2909213014186596,1.600629727336436e-07
-0.2836369257423845,1.676399754534677e-07,-0.2800165622252309,1.665796634989608e-07,-0.2870450489328704,1.650462559442348e-07,-0.2918631570552277,1.636829720279097e-07
-0.2845470666537389,1.714799139946441e-07,-0.2809392145531422,1.703658628946794e-07,-0.2879785642533219,1.687848367071538e-07,-0.2928056441662459,1.673844832857846e-07
-0.2854575965437944,1.754072276601376e-07,-0.2818623941763028,1.7423750961057e-07,-0.2889126759861942,1.726076111701447e-07,-0.2937487651127513,1.71169343071281e-07
-0.2863685182732492,1.794238885478148e-07,-0.2827861044634064,1.781965209417867e-07,-0.2898473870681109,1.765164715088986e-07,-0.2946925222106529,1.750394296590449e-07
-0.2872798347228485,1.835319128898506e-07,-0.2837103487758068,1.822448572000136e-07,-0.2907827004038879,1.805133526864968e-07,-0.295636917730137,1.789966639877181e-07
-0.2881915487931381,1.877333620350795e-07,-0.2846351304665886,1.863845226903853e-07,-0.2917186188655261,1.846002334354988e-07,-0.2965819538951275,1.83043010634172e-07
-0.2891036634042063,1.920303434533251e-07,-0.2855604528796232,1.906175667111805e-07,-0.2926551452912158,1.887791372625983e-07,-0.2975276328827989,1.87180478808927e-07
-0.290016181495417,1.964250117622383e-07,-0.2864863193486151,1.949460845768422e-07,-0.2935922824843602,1.930521334763332e-07,-0.2984739568231545,1.914111233731324e-07
-0.2909291060251324,2.009195697771492e-07,-0.2874127331961382,1.993722186648697e-07,-0.2945300332126148,1.974213382383074e-07,-0.2994209277986621,1.957370458773969e-07
-0.2918424399704243,2.055162695844586e-07,-0.2883396977326584,2.038981594871309e-07,-0.2954684002069521,2.018889156384222e-07,-0.3003685478439617,2.001603956228371e-07
-0.2927561863267756,2.102174136391395e-07,-0.2892672162555512,2.08526146786202e-07,-0.2964073861607455,2.064570787945623e-07,-0.3013168189456397,2.046833707446395e-07
-0.2936703481077698,2.150253558868737e-07,-0.2901952920481057,2.132584706572749e-07,-0.2973469937288817,2.111280909772501e-07,-0.3022657430420816,2.093082193184787e-07
-0.2945849283447703,2.1994250291143e-07,-0.2911239283785232,2.180974726962643e-07,-0.2982872255269011,2.159042667597348e-07,-0.3032153220234002,2.140372404900782e-07
-0.2954999300865868,2.249713151078439e-07,-0.2920531284989079,2.23045547174712e-07,-0.299228084130168,2.207879731940046e-07,-0.3041655577314475,2.18872785628238e-07
-0.2964153563991319,2.301143078820205e-07,-0.2929828956442504,2.281051422421018e-07,-0.3001695720730764,2.2578163101322e-07,-0.3051164519599137,2.238172595016157e-07
-0.2973312103650636,2.353740528773592e-07,-0.2939132330314054,2.332787611562189e-07,-0.3011116918482899,2.308877158610399e-07,-0.3060680064545156,2.288731214795429e-07
-0.2982474950834173,2.407531792290417e-07,-0.2948441438580658,2.385689635422109e-07,-0.3020544459060237,2.361087595483501e-07,-0.3070202229132808,2.340428867571617e-07
-0.2991642136692259,2.462543748466437e-07,-0.2957756313017328,2.439783666809853e-07,-0.3029978366533672,2.41447351337867e-07,-0.3079731029869304,2.393291276051355e-07
-0.3000813692531239,2.518803877256895e-07,-0.2967076985186821,2.495096468276153e-07,-0.3039418664536517,2.46906139257107e-07,-0.3089266482793662,2.447344746442027e-07
-0.3009989649809446,2.57634027288895e-07,-0.2976403486429313,2.551655405604507e-07,-0.3048865376258687,2.52487831440222e-07,-0.3098808603482639,2.502616181447854e-07
-0.3019170040132981,2.635181657577265e-07,-0.2985735847852051,2.609488461615858e-07,-0.3058318524441381,2.581951974991606e-07,-0.3108357407057796,2.559133093519059e-07
-0.3028354895251413,2.695357395550447e-07,-0.2995074100319024,2.668624250294174e-07,-0.3067778131372327,2.64031069924656e-07,-0.3117912908193727,2.616923618356045e-07
-0.303754424705331,2.756897507395325e-07,-0.3004418274440661,2.72909203123988e-07,-0.3077244218881614,2.699983455175079e-07,-0.312747512112749,2.676016528670488e-07
-0.3046738127561661,2.819832684726732e-07,-0.3013768400563579,2.79092172445841e-07,-0.3086716808338139,2.760999868506252e-07,-0.3137044059669309,2.73644124820532e-07
-0.3055936568929134,2.884194305190242e-07,-0.3023124508760364,2.85414392549106e-07,-0.3096195920646727,2.82339023762305e-07,-0.3146619737214544,2.798227866014758e-07
-0.3065139603433236,2.95001444780629e-07,-0.3032486628819451,2.918789920895778e-07,-0.3105681576245922,2.887185548811858e-07,-0.3156202166757043,2.861407151006276e-07
-0.3074347263471282,3.017325908662817e-07,-0.3041854790235063,2.984891704085137e-07,-0.3115173795106541,2.95241749183351e-07,-0.316579136090384,2.926010566745134e-07
-0.3083559581555273,3.086162216965785e-07,-0.3051229022197306,3.052481991529493e-07,-0.312467259673098,3.019118475820019e-07,-0.3175387331891317,2.992070286522846e-07
-0.3092776590306587,3.156557651455068e-07,-0.3060609353582326,3.121594239332399e-07,-0.3134178000153338,3.087321645501276e-07,-0.3184990091602831,3.05961920869004e-07
-0.310199832245057,3.228547257195224e-07,-0.3069995812942661,3.192262660186694e-07,-0.3143690023940389,3.157060897766037e-07,-0.3194599651587848,3.128690972254184e-07
-0.3111224810810935,3.302166862749276e-07,-0.3079388428497745,3.264522240718772e-07,-0.3153208686193454,3.228370898561173e-07,-0.3204216023082662,3.199319972742478e-07
-0.3120456088304067,3.377453097745386e-07,-0.3088787228124579,3.338408759228887e-07,-0.3162734004551202,3.301287100133044e-07,-0.3213839217032686,3.271541378329613e-07
-0.3129692187933124,3.45444341084501e-07,-0.3098192239348649,3.413958803835821e-07,-0.3172265996193417,3.375845758614675e-07,-0.3223469244116435,3.345391146230515e-07
-0.3138933142782041,3.533176088122731e-07,-0.3107603489335036,3.491209791033575e-07,-0.3181804677845808,3.452083951962632e-07,-0.3233106114771147,3.420906039356649e-07
-0.3148178986009353,3.613690271867188e-07,-0.311702100487981,3.570199984668486e-07,-0.3191350065785847,3.530039598246488e-07,-0.3242749839220169,3.498123643235695e-07
-0.3157429750841887,3.696025979813369e-07,-0.3126444812401694,3.650968515344762e-07,-0.3200902175849749,3.609751474294581e-07,-0.325240042750208,3.577082383192736e-07
-0.3166685470568296,3.780224124816299e-07,-0.3135874937934029,3.733555400266577e-07,-0.3210461023440563,3.691259234698562e-07,-0.3262057889501653,3.657821541791826e-07
-0.3175946178532443,3.866326534976976e-07,-0.3145311407117084,3.818001563525153e-07,-0.3220026623537477,3.774603431179858e-07,-0.3271722234982608,3.740381276535282e-07
-0.3185211908126639,3.954375974231004e-07,-0.3154754245190716,3.904348856838735e-07,-0.3229598990706355,3.85982553232036e-07,-0.3281393473622289,3.824802637819223e-07
-0.3194482692784741,4.044416163411353e-07,-0.3164203476987424,3.992640080753995e-07,-0.3239178139111554,3.946967943659609e-07,-0.329107161504822,3.91112758714197e-07
-0.3203758565975077,4.13649180179615e-07,-0.3173659126925825,4.082919006316917e-07,-0.3248764082529059,4.036074028160444e-07,-0.3300756668876608,3.999399015562537e-07
-0.3213039561193247,4.230648589153424e-07,-0.318312121900457,4.17523039722133e-07,-0.3258356834360996,4.127188127044777e-07,-0.3310448644752808,4.089660762405652e-07
-0.3222325711954779,4.326933248294551e-07,-0.3192589776796744,4.269620032443399e-07,-0.3267956407651553,4.22035558100088e-07,-0.3320147552393813,4.181957634209668e-07
-0.3231617051787605,4.425393548148269e-07,-0.3202064823444777,4.366134729370135e-07,-0.3277562815104349,4.315622751763061e-07,-0.3329853401632723,4.276335423912536e-07
-0.3240913614224439,4.526078327368232e-07,-0.321154638165591,4.464822367430049e-07,-0.3287176069101325,4.413037044064781e-07,-0.3339566202465301,4.372840930271802e-07
-0.3250215432794976,4.629037518486311e-07,-0.3221034473698225,4.565731912233872e-07,-0.3296796181723149,4.512646927964969e-07,-0.3349285965098574,4.471521977513014e-07
-0.325952254101797,4.734322172624818e-07,-0.3230529121397301,4.668913440233299e-07,-0.3306423164771228,4.614501961547913e-07,-0.3359012700001525,4.572427435201037e-07
-0.3268834972393166,4.841984484781109e-07,-0.3240030346133511,4.77441816390564e-07,-0.3316057029791331,4.718652813996158e-07,-0.3368746417957893,4.675607238328526e-07
-0.3278152760393109,4.952077819698016e-07,-0.3249538168840012,4.882298457471908e-07,-0.3325697788098894,4.825151289035444e-07,-0.3378487130121071,4.781112407614461e-07
-0.3287475938454791,5.064656738333732e-07,-0.3259052610001456,4.992607883156131e-07,-0.3335345450806022,4.934050348750382e-07,-0.3388234848071165,4.888995070006787e-07
-0.3296804539971199,5.179777024946111e-07,-0.3268573689653471,5.1054012179931e-07,-0.3345000028850236,5.0454041377691e-07,-0.3397989583874148,4.999308479380394e-07
-0.3306138598282726,5.297495714805187e-07,-0.3278101427382918,5.220734481191669e-07,-0.335466153302501,5.159268007814736e-07,-0.3407751350143169,5.112107037423756e-07
-0.3315478146668458,5.41787112254913e-07,-0.3287635842329029,5.33866496206125e-07,-0.3364329974012128,5.275698542620917e-07,-0.3417520160102021,5.227446314705334e-07
-0.3324823218337343,5.540962871198722e-07,-0.3297176953185379,5.45925124850719e-07,-0.3374005362415895,5.394753583208021e-07,-0.3427296027650704,5.345383071910416e-07
-0.3334173846419248,5.666831921845827e-07,-0.3306724778202821,5.58255325610286e-07,-0.338368770879923,5.516492253516426e-07,-0.3437078967433171,5.465975281240201e-07
-0.3343530063955915,5.795540604031783e-07,-0.3316279335193355,5.708632257743811e-07,-0.3393377023721693,5.640974986392585e-07,-0.3446868994907153,5.589282147961717e-07
-0.3352891903891817,5.927152646831939e-07,-0.3325840641535021,5.837550913890531e-07,-0.3403073317779461,5.768263549923144e-07,-0.3456666126416139,5.715364132099946e-07
-0.3362259399064893,6.06173321066226e-07,-0.3335408714177819,5.969373303405144e-07,-0.3412776601647272,5.898421074111192e-07,-0.3466470379263424,5.844282970259649e-07
-0.3371632582197235,6.199348919825764e-07,-0.3344983569650744,6.104164954987846e-07,-0.342248688612238,6.03151207788933e-07,-0.3476281771788248,5.976101697566689e-07
-0.3381011485885654,6.340067895815009e-07,-0.3354565224069936,6.241992879217803e-07,-0.343220418217056,6.167602496462665e-07,-0.3486100323443997,6.11088466971666e-07
-0.3390396142592209,6.483959791389068e-07,-0.3364153693148013,6.382925601203031e-07,-0.3441928500974123,6.306759708974165e-07,-0.3495926054878431,6.248697585118205e-07
-0.3399786584634634,6.631095825441594e-07,-0.3373748992204617,6.527033193843792e-07,-0.3451659853982048,6.449052566485287e-07,-0.3505758988015917,6.389607507118655e-07
-0.3409182844176739,6.781548818679575e-07,-0.3383351136178245,6.674387311713224e-07,-0.3461398252962167,6.594551420262775e-07,-0.3515599146141628,6.533682886298263e-07
-0.341858495321874,6.935393230129993e-07,-0.3392960139639363,6.825061225558133e-07,-0.3471143710055469,6.743328150362775e-07,-0.3525446553987681,6.680993582819437e-07
-0.342799294358757,7.092705194494122e-07,-0.3402576016804888,6.979129857423285e-07,-0.3480896237832518,6.895456194502508e-07,-0.3535301237821171,6.831610888816758e-07
