waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=1.8e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=3.6e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=5.4e-07) Y,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) X,waveVsWave(?x OS("/M0" "gmoverid") ?y (OS("/M0" "gm") / OS("/M0" "gds"))) (L=7.2e-07) Y
27.09329232737202,24.46170991828441,27.11541399950616,58.90784174443971,26.99533734346822,78.72079918259784,26.87436417985557,90.36051116897268
27.08937820057864,24.50557681670005,27.10893288320917,59.0529579441902,26.98722907922982,78.93035888236446,26.86505281590016,90.59670953865951
27.08542308174443,24.54914712787974,27.10238773930133,59.19714566213936,26.97904522376914,79.13849850183287,26.85565912084417,90.83106794894405
27.08142657756443,24.59242320243708,27.09577806560477,59.3404099336334,26.97078530021582,79.34522697881336,26.84618268999345,91.06360055704093
27.07738829179307,24.63540735788087,27.0891033592413,59.48275576440903,26.9624488345118,79.55055320675211,26.83662312508259,91.29432144403491
27.07330782524317,24.67810187904841,27.08236311672888,59.62418813094407,26.95403535560371,79.75448603511838,26.82698003454502,91.52324461537269
27.06918477578555,24.72050901853442,27.07555683408141,59.76471198082236,26.94554439563928,79.95703426983781,26.81725303378786,91.75038400141955
27.0650187383498,24.76263099711694,27.06868400691128,59.90433223311472,26.9369754901683,80.15820667375199,26.80744174547225,91.975753458112
27.06080930492477,24.80447000417836,27.06174413053512,60.04305377877238,26.92832817834843,80.35801196713123,26.7975457997988,92.19936676765394
27.056556064561,24.84602819812403,27.05473670008257,60.18088148103632,26.91960200315574,80.55645882820394,26.78756483479786,92.42123763930668
27.05225860337308,24.88730770679633,27.04766121060885,60.31782017586046,26.91079651159951,80.75355589374225,26.77749849662563,92.64137971023645
27.04791650454273,24.92831062788544,27.04051715720966,60.45387467234869,26.90191125494265,80.94931175966728,26.76734643986441,92.85980654642677
27.0435293483231,24.96903902933685,27.03330403514028,60.58904975320632,26.89294578892608,81.14373498169331,26.75710832782897,93.07653164365354
27.0390967120437,25.0094949497553,27.02602133993805,60.72335017520692,26.88389967399847,81.33683407600876,26.74678383287742,93.29156842853588
27.03461817011562,25.04968039880504,27.01866856754739,60.85678066967046,26.87477247555089,81.52861751998553,26.73637263672719,93.50493025962224
27.03009329403876,25.0895973576079,27.01124521444942,60.98934594295815,26.86556376415615,81.71909375292215,26.72587443077637,93.716630428556
27.02552165240888,25.12924777913711,27.00375077779483,61.12105067698086,26.85627311581336,81.90827117681707,26.71528891642948,93.92668216128385
27.02090281092559,25.16863358860831,26.99618475553995,61.25189952972018,26.84690011219704,82.09615815717656,26.70461580542877,94.13509861933109
27.01623633240224,25.20775668386826,26.98854664658705,61.38189713576565,26.83744434091204,82.28276302384903,26.69385482019007,94.34189290111279
27.01152177677544,25.24661893577967,26.98083595092828,61.51104810686471,26.82790539575273,82.46809407189161,26.68300569414316,94.54707804331687
27.00675870111677,25.28522218860401,26.9730521697932,61.63935703248713,26.81828287696774,82.65215956246693,26.6720681720777,94.75066702231362
27.00194665964426,25.32356826038101,26.96519480580051,61.76682848040481,26.80857639152938,82.83496772376421,26.66104201049273,94.95267275563552
26.99708520373614,25.36165894330599,26.95726336311328,61.89346699728397,26.79878555340854,83.01652675195629,26.64992697795163,95.15310810349517
26.99217388194457,25.39949600410437,26.94925734759874,62.01927710929296,26.78890998385463,83.19684481217958,26.63872285544091,95.35198587033808
26.98721224001121,25.43708118440391,26.94117626699149,62.14426332272478,26.77894931168012,83.37593003954301,26.62742943673352,95.54931880646166
